PART_NO,PART_DESCRIPTION,Version,ST_ LOCATION,VALIDITY,CAT Description,QTY REQUIRED,Qty / Lot,Primary #,Secondary #,Pack Code,Pack Qty,Packing Group,Total No of Packing Group,Mix Group,Mix,Bom.no,Case_map,Images
792602VF6D,FES LHD PHANTOM PART,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,AGG,Front End Structure Assembly,1,AH,24,0,0,1,0,792602VF6D
430002VB9B,Rear AXLE UNIT ,5,AI,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,AGG,SINGLE REAR AXLE ASSEMBLYPANE,4,AI,6,0,0,2,0,430002VB9B
MFFAVF0004,MITR FAB FIRST FRONT AXLE  LH,5,AJ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,AGG,Front axle ,4,AJ,6,0,0,3,0,MFFAVF0004
101002VF6E SA,Engine &(Gear box Assy- 320102VE6A),5,AE,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,AGG,Engine Sub assambly,3,AE,8,0,0,4,0,101002VF6E SA
MFWAVF0005,WHEEL ASSY PANEL BUS 7MMiTR G,5,AT,-,X866A725KAXCL - GAZL E3,168,168,X866A725KAXCL - GAZL E3,AGG,Tyre,21,AT,8,0,0,5,0,MFWAVF0005
11-2500011,"BOLT-FIX,P/S",5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,PROPELLER SHAFT ASSEMBLY,96,AB,1,0,0,96,0,11-2500011
11-2500931,"BOLT-HEX HD,FLG",5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AB,1,0,0,97,0,11-2500931
113202VF0A,INSUL ASSY - ENG MTG (RR),5,AD L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL  ENGINE MTG ASS,24,AD,1,0,0,98,0,113202VF0A
12-2300241,Steering Wheel Nut,5,AC-L1-B2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,Steering column,24,AC,1,0,0,99,0,12-2300241
144632VF0A,HOSE - AIR INLET,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AB,1,0,0,100,0,144632VF0A
144642VE0A,"CLP-HOSE,TURBO",5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,72,72,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,72,AB,1,0,0,101,0,144642VE0A
144682VF0A,HOSE - AIR SUCT,5,AD L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AD,1,0,0,102,0,144682VF0A
147472VF1B,RAD COMPL W RING FAN SHROUD M,5,AK,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,6,AK,4,0,0,103,0,147472VF1B
15-5800431,"CLP-HOSE,SPR PLATE",5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,144,144,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,144,AC,1,0,0,104,0,15-5800431
164002VE0B,PRE FUEL FILTER,5,AD L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,ENG ASSYE3E4 PANELFABRI LOOSE,24,AD,1,0,0,105,0,164002VE0B
164002VF1A,FILTER ASSY FUEL W/ SENSOR – MITR LHD,5,AA L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,ENG ASSYE3E4 PANELFABRI LOOSE,24,AA,1,0,0,106,0,164002VF1A
164192VF1C,BRKT ASSY - FUEL FILTER,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AB,1,0,0,107,0,164192VF1C
164192VF2C,BRKT ASSY FUEL FILTER,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AC,1,0,0,108,0,164192VF2C
164812VF2A,STOP PLATE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,144,144,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,144,AB,1,0,0,109,0,164812VF2A
165002VF4A,PANEL BUS BS4 AIS PLANTKIT,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB E3 3700WB AIS,1,AH,24,0,0,110,0,165002VF4A
165382VF0A,BRKT-AIR DUCT,5,AB L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB E3 3700WB AIS,24,AB,1,0,0,111,0,165382VF0A
165542VF4A,PANEL BUS AIS BBKIT,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB E3 3700WB AIS,1,AH,24,0,0,112,0,165542VF4A
165742VF0B,SUPT- AIR CLNR,5,AG L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB E3 3700WB AIS,24,AG,1,0,0,113,0,165742VF0B
165772VF3A,PANEL BUS EURO3 AIS CLEAN SID,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB E3 3700WB AIS,1,AH,24,0,0,114,0,165772VF3A
172022VF0B,TANK COMPL-FUEL,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,1,AH,24,0,0,115,0,172022VF0B
172442VE0A,INSUL-FUEL TANK,5,AD L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,48,AD,1,0,0,116,0,172442VE0A
172442VE0B,INSUL-FUEL TANK,5,AD L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,48,AD,1,0,0,117,0,172442VE0B
174062VE0A,BAND ASSY-FUEL TANK MTG,5,AD L3,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,48,AD,1,0,0,118,0,174062VE0A
174212VE0D,BRKT ASSY-FUEL TANK SUPT,5,AG L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,48,AG,1,0,0,119,0,174212VE0D
175252VF2B,HOSE-FUEL,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AB,1,0,0,120,0,175252VF2B
175252VF3B,HOSE-FUEL,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AA,1,0,0,121,0,175252VF3B
175252VF3C,HOSE-FUEL,5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AC,1,0,0,122,0,175252VF3C
175252VF3D,FUEL - HOSE SUC,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AB,1,0,0,123,0,175252VF3D
175282VF0A,BRKT - TUBE CLAMP,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AB,1,0,0,124,0,175282VF0A
175282VF1A,BRKT - TUBE CLAMP,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS LHD FUEL PIPING - WITH PREFILT,24,AB,1,0,0,125,0,175282VF1A
175992VE0A,NUT - SPL (METALLIC CRIMP M16x1.5,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,192,192,X866A725KAXCL - GAZL E3,Loose Item,PANEL BUS  FABRICATED BUS RR,192,AB,1,0,0,126,0,175992VE0A
200102VE0A,"TUBE ASSY-EXH,FR",5,AD L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AD,1,0,0,127,0,200102VE0A
200302VE1A,TUBE ASSY EXH CTR,5,AD L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AD,1,0,0,128,0,200302VE1A
200502VF0B,TUBE ASSY- EXS TAIL,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,1,AH,24,0,0,129,0,200502VF0B
200502VF0C,TUBE ASSY- EXS TAIL,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,1,AH,24,0,0,130,0,200502VF0C
201002VE0B,MFLR ASSY - E0H MAIN,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,1,AH,24,0,0,131,0,201002VE0B
206012VE0A,PLATE - FIXING TUBE END,5,AB L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AB,1,0,0,132,0,206012VE0A
206012VE0B,PLATE - FIXING TUBE END,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AB,1,0,0,133,0,206012VE0B
206512VE0B,MTG - EOH RUB,5,AB L4,-,X866A725KAXCL - GAZL E3,288,288,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,288,AB,1,0,0,134,0,206512VE0B
206532VE0A,SPACER,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AB,1,0,0,135,0,206532VE0A
206532VE0B,SPACER,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,96,96,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,96,AB,1,0,0,136,0,206532VE0B
206662VE0A,COLLAR - E0H MTG,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,144,144,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,144,AB,1,0,0,137,0,206662VE0A
206912VE0A,"GSKT-EXH,HEAD",5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AB,1,0,0,138,0,206912VE0A
206912VE0B,GSKT-EXH,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AB,1,0,0,139,0,206912VE0B
207132VE0A,SILENCER BRAK,5,AD L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AD,1,0,0,140,0,207132VE0A
207132VE0B,SILENCER BRAK,5,AD L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AD,1,0,0,141,0,207132VE0B
207132VE0E,MTG ASSY-EXH,5,AB L3,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,48,AB,1,0,0,142,0,207132VE0E
207132VF0D,MTG ASSY - EXH,5,AD L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AD,1,0,0,143,0,207132VF0D
207902VE0A,"BRKT-EXH MTG,FR TUBE",5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FABPANEL BUS EURO3  EURO,24,AB,1,0,0,144,0,207902VE0A
210982VB7B,BOLT FLG HEX M10x1.5x50,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,120,120,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB-LHD-CSRA - EXPORTS - TOW HOO,120,AB,1,0,0,145,0,210982VB7B
214452VF0A,BRKT - RAD MTG (RH),5,AA L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AA,1,0,0,146,0,214452VF0A
214452VF0B,BRKT - RAD MTG (LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AA,1,0,0,147,0,214452VF0B
214552VF0A,BRKT - RAD MTG,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,48,AB,1,0,0,148,0,214552VF0A
214942VF0E,SCOOP ASSY BUS BODY KITFAB BU,5,AH,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,1,AH,24,0,0,149,0,214942VF0E
214972VE0A,Seal - Rad LWR,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AA,1,0,0,150,0,214972VE0A
215682VE0B,PLATE BAFFLE RH,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AA,1,0,0,151,0,215682VE0B
215692VE0B,PLATE BAFFLE LH,5,AA L4 ,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AA,1,0,0,152,0,215692VE0B
226802VE0A,METER ASSY-AIR FLOW,5,AC-L1-B2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLS COMPL W RING FAN MITR LHD,24,AC,1,0,0,153,0,226802VE0A
237102VE0A,ECU BOSCH F24 BS3/E3,5,AD L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,ENG ASSYE3E4 PANELFABRI LOOSE,24,AD,1,0,0,154,0,237102VE0A
240142VF1D,HARN - BODY,5,AE,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,3,AE,8,0,0,155,0,240142VF1D
240152VF1D,HARN - TAIL,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,24,AA,1,0,0,156,0,240152VF1D
240252VF0A,Tail Lamp Pigtail,5,AB L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AB,1,0,0,157,0,240252VF0A
240442VE0A,STAY-HARN,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AB,1,0,0,158,0,240442VE0A
240992VE0A,BRKT-HARN,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,144,144,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,144,AB,1,0,0,159,0,240992VE0A
240992VF0C,BRKT-HARN,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AB,1,0,0,160,0,240992VF0C
241102VF0D,BATTERY POSITIVE CABLE,5,AE,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,3,AE,8,0,0,161,0,241102VF0D
241102VF1D,BATTERY POSITIVE CABLE,5,AE,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,3,AE,8,0,0,162,0,241102VF1D
244252VE0B,ROD ASSY-BAT FIX BRKT,5,AB L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR BATTERY TRAY -LHD AC,24,AB,1,0,0,163,0,244252VE0B
250602VE0B,SENDER UNIT – FUEL GAUGE,5,AC L3,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,FUEL TANK ASSEMBLY,24,AC,1,0,0,164,0,250602VE0B
256102VE1A,HORN ASSY - HIGH,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,24,AB,1,0,0,165,0,256102VE1A
256402VE0A,Buzzer Assy,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,KIT PART FOR FABRICATED BUS E,24,AB,1,0,0,166,0,256402VE0A
260102VF3A,HEAD LAMP ASSY,5,AG L2,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,FABRICATED BUS 3700 WB E3  E4,48,AG,1,0,0,167,0,260102VF3A
261302VF0A,LAMP ASSY - FR TURN (RH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,FABRICATED BUS 3700 WB E3  E4,24,AA,1,0,0,168,0,261302VF0A
261352VF0A,LAMP ASSY - FR TURN (LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,FABRICATED BUS 3700 WB E3  E4,24,AA,1,0,0,169,0,261352VF0A
261502VE0A,LAMP ASSY - REAR FOG,5,AB L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,KIT PART FOR FABRICATED BUS E,48,AB,1,0,0,170,0,261502VE0A
261602VE0A,"LAMP ASSY-SIDE TURN SIGNAL,LH",5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,KIT PART FOR FABRICATED BUS E,24,AA,1,0,0,171,0,261602VE0A
261652VE0A,"LAMP ASSY-SIDE TURN SIGNAL,RH",5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,KIT PART FOR FABRICATED BUS E,24,AA,1,0,0,172,0,261652VE0A
265452VF0A,Reverse direction lamp,5,AA L4 ,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AA,1,0,0,173,0,265452VF0A
265502VF0A,Tail stop lamp,5,AB L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AB,1,0,0,174,0,265502VF0A
265712VF1A,Rear reflex reflector,5,AA L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AA,1,0,0,175,0,265712VF1A
267172VF0A,Rear direction indicator,5,AA L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,48,AA,1,0,0,176,0,267172VF0A
269512VF0A,Brkt-RR comb Lamp LH,5,AA L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,24,AA,1,0,0,177,0,269512VF0A
269512VF1A,Brkt-RR comb Lamp RH,5,AD L1,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,TRANSFER PART,24,AD,1,0,0,178,0,269512VF1A
308502VF1A,TUBE ASSY-CLUTCH,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLUTCH WITHDRAWAL GEAR ASSEMB,24,AA,1,0,0,179,0,308502VF1A
308502VF2B,TUBE ASSY-CLUTCH,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CLUTCH WITHDRAWAL GEAR ASSEMB,24,AA,1,0,0,180,0,308502VF2B
328652VE0D,KNOBSHIFT LEVER FOR PHOENIX 3.5T,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CHANGE SPEED OPERATION ASSEMBLY,24,AB,1,0,0,181,0,328652VE0D
344132VF2A,CABLE ASSY TRANS CONT KINET,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CHANGE SPEED OPERATION ASSEMBLY,24,AB,1,0,0,182,0,344132VF2A
349392VE1A,Brkt Cable Mtg,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,24,AB,1,0,0,183,0,349392VE1A
361942VE0A,PLUG,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,48,AB,1,0,0,184,0,361942VE0A
364022VF2A,PKB -CABLE,5,AB L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,24,AB,1,0,0,185,0,364022VF2A
364552VF2A,CLIP-CABLE,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,CHANGE SPEED OPERATION ASSEMBLY,24,AB,1,0,0,186,0,364552VF2A
365542VE2A,CLIP CABLE,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,72,72,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,72,AB,1,0,0,187,0,365542VE2A
365542VE6A,BRKT-PKB,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,24,AB,1,0,0,188,0,365542VE6A
365542VE7A,BRKT - PKB,5,AB-L1-A3 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,24,AB,1,0,0,189,0,365542VE7A
365542VF3A,BRKT-PKB,5,AB-L1-A1 Box,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR LHD PANEL AND FAB BUS,24,AB,1,0,0,190,0,365542VF3A
370002VF2A,SFT ASSY PROP,5,AF,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PROPELLER SHAFT ASSEMBLY,12,AF,2,0,0,191,0,370002VF2A
375112VF0A,"BRKT-CTR BRG,UPR",5,AD L2,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,PROPELLER SHAFT ASSEMBLY,24,AD,1,0,0,192,0,375112VF0A
402242VE0A,NUT-WHEEL,5,AB-L1-A2 Box,-,X866A725KAXCL - GAZL E3,384,384,X866A725KAXCL - GAZL E3,Loose Item,WHEEL ASSY PANEL BUS 7MMiTR G,384,AB,1,0,0,193,0,402242VE0A
441332VE0A,SPACER,5,AA L1,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,WHEEL ASSY PANEL BUS 7MMiTR G,48,AA,1,0,0,194,0,441332VE0A
462072VF0A,BRKT-BRAKE HOSE,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AC,1,0,0,195,0,462072VF0A
462102VE0A,HOSE ASSY-BRAKE,5,AA L4,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB FIRST FRONT AXLE  LH,48,AA,1,0,0,196,0,462102VE0A
462142VE0A,HOSE ASSY-BRAKE,5,AC-L1-A4 Box,-,X866A725KAXCL - GAZL E3,48,48,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,48,AC,1,0,0,197,0,462142VE0A
462452VE1A,"TUBE ASSY-FR BRAKE,RH",5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB FIRST FRONT AXLE  LH,24,AA,1,0,0,198,0,462452VE1A
462452VF0A,TUBE ASSY FR BRAKE RH,5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,199,0,462452VF0A
462462VE1A,"TUBE ASSY-FR BRAKE,LH",5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR FAB FIRST FRONT AXLE  LH,24,AA,1,0,0,200,0,462462VE1A
462462VF0A,TUBE ASSY-FR BRAKE(LH),5,AA L4,-,X866A725KAXCL - GAZL E3,24,24,X866A725KAXCL - GAZL E3,Loose Item,MITR 3700WB PANEL AND FAB BUS,24,AA,1,0,0,201,0,462462VF0A
